F1-BL2:  0.21952872081249894
F1-Pred:  0.6448418384546244
Prec-BL2:  0.2275370696459407
Prec-Pred:  0.6616274035408014
Rec-BL2:  0.21523822024489137
Rec-Pred:  0.6398335522791564
Pearson F1 Scores:  (-0.1368631598598385, 1.030133207385688e-07)
std dev BL2:  0.12085334580210048
std dev pred:  0.32583878008699046
